Page,Date,Time_Reported,Time_Occurred,Incident_Type,Location,Synopsis,Disposition,Report_Number,Post_ID,,,,,,,,,,,,,,,,
55,"December 6, 2023",12/06/2023 at 7:57 AM,12/06/2023 at 6:23 AM,Larceny,AC,Complainant reports unsecured bicycle stolen. Loss $98,Cleared By Arrest,230447,15079,,,,,,,,,,,,,,,,
55,"November 27, 2023",11/27/2023 at 5:13 PM,11/27/2023 at 3:00 AM,Larceny,AB Law,Complainant reports unattended bag containing medication was taken from the 4th floor. Loss $50,Inactive,230431,15025,,,,,,,,,,,,,,,,
55,"November 21, 2023",11/30/2023 at 1:50 PM,11/21/2023 at 4:30 PM,Larceny,Ridgely Hall,Complainant reports the theft of a laptop from her desk. Loss $799,Closed,230435,15065,,,,,,,,,,,,,,,,
55,"November 21, 2023",12/01/2023 at 10:43 AM,11/21/2023 at 12:00 PM,Larceny,Green Hall,Complainant reports secured bicycle stolen during Thanksgiving break. Loss $400,Inactive,230438,15067,,,,,,,,,,,,,,,,
56,"November 19, 2023",11/20/2023 at 2:03 PM,11/19/2023 at 12:30 AM,Larceny,Village House,Complainant reports the theft of a bicycle. Loss $400,Cleared By Arrest,230423,15012,,,,,,,,,,,,,,,,
56,"November 18, 2023",03/07/2024 at 4:43 PM,11/18/2023 at 12:00 AM,Stalking,Danforth Campus,Complainant reports influx of concerning messages.,Active,240082,15888,,,,,,,,,,,,,,,,
56,"November 16, 2023",11/16/2023 at 7:44 AM,11/16/2023 at 6:27 AM,Larceny,AC,Complainant reports the theft of his unsecured bicycle. Loss $150,Cleared By Arrest,230416,15008,,,,,,,,,,,,,,,,
56,"November 16, 2023",11/16/2023 at 7:41 AM,11/16/2023 at 3:09 AM,Larceny,700 Rosedale,Complainant reports the theft of his bike. Loss $400,Inactive,230414,15006,,,,,,,,,,,,,,,,
56,"November 15, 2023",11/21/2023 at 3:03 PM,11/15/2023 at 9:00 AM,Larceny,Rebstock,Complainant reports the theft of a bicycle. Loss $360,Inactive,230426,15017,,,,,,,,,,,,,,,,
56,"November 14, 2023",11/27/2023 at 4:34 PM,11/14/2023 at 12:30 PM,Larceny,Cupples I,Complainant reports the theft of a bicycle over a two week period. Loss $380,Inactive,230430,15027,,,,,,,,,,,,,,,,
56,"November 13, 2023",11/20/2023 at 12:37 PM,11/13/2023 at 7:00 AM,Larceny,AC,Complainant reports the theft of items from her locker. Loss $60,Active,230422,15010,,,,,,,,,,,,,,,,
56,"November 11, 2023",11/12/2023 at 1:14 PM,11/11/2023 at 9:55 AM,Larceny,Bauer Hall,Complainant reported the theft of his unsecured EVO bike. Loss $1800,Closed; Property Recovered,230405,14979,,,,,,,,,,,,,,,,
56,"November 10, 2023",11/10/2023 at 2:43 PM,11/10/2023 at 5:40 AM,Larceny,Athletic Complex,"Complainant reports the theft of an unsecured bicycle. Loss $100
Bicycle recovered/returned to student 11/13/23",Cleared By Arrest,230398,14975,,,,,,,,,,,,,,,,
56,"November 9, 2023",11/10/2023 at 11:35 AM,11/09/2023 at 7:00 PM,Larceny,Schnuck Pavilion,Complainant reports the theft of his bicycle tires. Loss $250,Active,230397,14977,,,,,,,,,,,,,,,,
57,"November 4, 2023",11/11/2023 at 5:29 PM,11/04/2023 at 6:00 PM,Larceny,Zetcher,Complainant reports the theft of a wallet containing credit cards.,Closed,230400,15004,,,,,,,,,,,,,,,,
57,"November 3, 2023",11/07/2023 at 7:50 PM,11/03/2023 at 9:00 PM,Larceny,Weil Hall,Complainant reports the theft of a bicycle. Loss $400,Inactive,230393,14940,,,,,,,,,,,,,,,,
57,"November 3, 2023",11/04/2023 at 6:46 PM,11/03/2023 at 5:40 PM,Larceny,AB Law,Complainant reports that he left his backpack under a table in the 3rd floor atrium and forgot it. When he returned it was missing. Loss $100,Inactive,230390,14936,,,,,,,,,,,,,,,,
57,"November 2, 2023",11/07/2023 at 9:04 AM,11/02/2023 at 1:00 PM,Larceny,Compton,Three large aluminum panels stolen from the loading dock area. Loss $2240,Inactive,230392,14942,,,,,,,,,,,,,,,,
57,"October 30, 2023",10/30/2023 at 9:48 AM,10/30/2023 at 9:48 AM,Assault,Mallinckrodt,Disturbance in the kitchen area resulted in assault 3rd.,Cleared by arrest,230377,14893,,,,,,,,,,,,,,,,
57,"October 26, 2023",10/31/2023 at 3:59 PM,10/26/2023 at 9:54 AM,Larceny,Green Hall,Complainant reports the theft of a bicycle. Loss $780,Cleared By Arrest,230381,14891,,,,,,,,,,,,,,,,
57,"October 26, 2023",10/27/2023 at 12:24 PM,10/26/2023 at 9:00 AM,Larceny,Brauer Hall,Complainant reports the theft of a bicycle. Loss $600,Cleared By Arrest,230371,14873,,,,,,,,,,,,,,,,
57,"October 25, 2023",10/26/2023 at 1:45 PM,10/25/2023 at 7:44 PM,Larceny,Givens,Complainant reports the theft of a scooter. Loss $279,Cleared By Arrest,230365,14877,,,,,,,,,,,,,,,,
57,"October 25, 2023",10/25/2023 at 6:15 PM,10/25/2023 at 6:15 PM,Larceny,Givens,"Complainant reports the theft of a bicycle. Loss $540
Bike recovered 10/26/23 and returned to owner",Cleared By Arrest,230363,14879,,,,,,,,,,,,,,,,
57,"October 22, 2023",10/22/2023 at 10:49 PM,10/22/2023 at 4:00 PM,Larceny,Green Hall,Complainant reports the theft of a secured bike. Loss $275,Cleared,230347,14809,,,,,,,,,,,,,,,,
58,"October 21, 2023",10/21/2023 at 5:23 PM,10/21/2023 at 5:23 PM,Fire,Lopata House,Minor fire contained to an oven during the self-cleaning process. No damage to property reported.,Cleared,23-10-21-036439,14811,,,,,,,,,,,,,,,,
58,"October 21, 2023",10/21/2023 at 12:54 AM,10/21/2023 at 12:50 AM,Motor Vehicle Theft,Tisch Commons,2 students took a golf cart without permission.,Cleared by arrest. Property recovered,230344,14813,,,,,,,,,,,,,,,,
58,"October 20, 2023",10/20/2023 at 11:40 PM,10/20/2023 at 11:33 PM,Assault 3rd,Frat House 6,Assault during an event at the house.,"Cleared, referred to JA",230343,14815,,,,,,,,,,,,,,,,
58,"October 20, 2023",10/23/2023 at 4:52 PM,10/20/2023 at 9:01 AM,Larceny,Somers,Complainant reports the theft of a bike. Loss pending.,Inactive,230350,14882,,,,,,,,,,,,,,,,
58,"October 19, 2023",10/26/2023 at 5:32 PM,10/19/2023 at 5:00 PM,Larceny,Rebstock,Complainant reports the theft of a scooter. Loss $249,Pending,230368,14875,,,,,,,,,,,,,,,,
58,"October 19, 2023",,10/19/2023 at 4:15 PM,Security Memo,,,,,14821,,,,,,,,,,,,,,,,
58,"October 19, 2023",10/20/2023 at 5:00 PM,10/19/2023 at 10:00 AM,Larceny,Olin,"Complainant reports the theft of a rental bike, black Batch Bears Bike from the rack on the south side of Olin. Loss $400",Pending,230342,14817,,,,,,,,,,,,,,,,
58,"October 19, 2023",10/19/2023 at 7:03 PM,10/19/2023 at 9:00 AM,Larceny,Rudolph,Complainant reports the theft of a bicycle locked with a cable lock. Loss $400,Cleared By Arrest,230337,14807,,,,,,,,,,,,,,,,
58,"October 18, 2023",10/18/2023 at 11:47 PM,10/18/2023 at 10:30 PM,Larceny,Givens,Complainant reports the theft of a bicycle. Loss $180,Cleared By Arrest,230333,14884,,,,,,,,,,,,,,,,
58,"October 18, 2023",10/20/2023 at 4:11 PM,10/18/2023 at 5:32 AM,Larceny,Schnuck Pavilion,Complainant reports the theft of a black Specialized bike with pink writing. Loss $1200,Cleared,230341,14819,,,,,,,,,,,,,,,,
59,"October 17, 2023",10/17/2023 at 3:13 PM,10/17/2023 at 12:30 PM,Larceny,Green Hall,Complainant reported the theft of a scooter. Loss $700,Inactive,230326,14800,,,,,,,,,,,,,,,,
59,"October 17, 2023",10/24/2023 at 12:08 AM,10/17/2023 at 10:00 AM,Larceny,Green Hall,Complainant reports unsecured bicycle stolen. Loss $98,Inactive,230353,14827,,,,,,,,,,,,,,,,
59,"October 15, 2023",,10/15/2023 at 2:34 PM,Criminal Incident-Assault,Big Bend near Fontbonne,,,,14798,,,,,,,,,,,,,,,,
59,"October 13, 2023",10/13/2023 at 1:37 AM,10/13/2023 at 1:36 AM,Larceny,Millbrook 1,Students were found with stolen key card kiosk and traffic barricade. Items were recovered.,"Cleared, referred to JA",230316,14768,,,,,,,,,,,,,,,,
59,"October 13, 2023",10/13/2023 at 1:22 AM,10/13/2023 at 1:20 AM,Fire,Millbrook 1,Subjects using a toaster oven on top of the stove inadvertently turned on the stove which caused the toaster over to catch fire and melt.,Cleared,230315,14770,,,,,,,,,,,,,,,,
59,"October 12, 2023",10/12/2023 at 12:53 PM,10/12/2023 at 7:56 AM,Larceny,Seigle,Complainant reports the theft of an unsecured bicycle. Loss $425,Inactive,230312,14772,,,,,,,,,,,,,,,,
59,"October 8, 2023",10/09/2023 at 6:16 PM,10/08/2023 at 9:30 AM,Larceny,AC,Complainant reports the theft of an unsecured bicycle. Loss pending,Active,230309,14774,,,,,,,,,,,,,,,,
59,"October 5, 2023",10/05/2023 at 7:34 PM,10/05/2023 at 2:15 PM,Larceny,Whitaker,Complaint reports the theft of his secured bicycle from the south side bike rack. Loss $1000,Cleared,230305,14745,,,,,,,,,,,,,,,,
59,"September 29, 2023",10/01/2023 at 8:00 PM,09/29/2023 at 5:00 PM,Larceny,Promenade,Sign stolen from the basketball court. Loss $50. Suspect identified and property returned.,Cleared,230295,14741,,,,,,,,,,,,,,,,
59,"September 29, 2023",,09/29/2023 at 5:20 AM,Security Memo-Robbery,6000 blk Pershing,,,,14694,,,,,,,,,,,,,,,,
60,"September 28, 2023",01/28/2025 at 3:13 PM,09/28/2023 at 3:00 PM,Sexual Assault,Umrath Hall,Complainant reports non-consensual incident.,Closed,250036,17012,,,,,,,,,,,,,,,,
60,"September 28, 2023",10/01/2023 at 11:19 PM,09/28/2023 at 12:00 AM,Larceny,Zetcher,Complainant reports the theft of an unsecured Bears bike from the racks.,Inactive,230291,14739,,,,,,,,,,,,,,,,
60,"September 27, 2023",09/27/2023 at 10:39 PM,09/27/2023 at 10:39 PM,Fire-6600 Washington,6600 Washington,Grease fire while cooking. Damage amount pending.,Cleared,230276,14696,,,,,,,,,,,,,,,,
60,"September 23, 2023",09/24/2023 at 12:19 AM,09/23/2023 at 8:16 PM,Larceny,Green Hall,Complainant reported the theft of his bicycle. Loss $510,Cleared,230261,14698,,,,,,,,,,,,,,,,
60,"September 19, 2023",09/19/2023 at 12:59 AM,09/19/2023 at 12:45 AM,Arson,316 Skinker,Personal belongings intentionally set on fire outside the rear door.,Inactive,230243,14634,,,,,,,,,,,,,,,,
60,"September 18, 2023",10/03/2023 at 11:54 AM,09/18/2023 at 11:54 AM,Larceny,AC,Womens soccer team report a series of thefts occurring over a two week time period from unsecured lockers.,Inactive,230298,14743,,,,,,,,,,,,,,,,
60,"September 15, 2023",09/29/2023 at 8:44 AM,09/15/2023 at 9:20 AM,Assault,Crow Hall,Complainant reports that a subject unknown spit on him while he was walking across campus near Crow Hall. Victim declined further investigation or prosecution.,Closed,230280,14737,,,,,,,,,,,,,,,,
60,"September 12, 2023",09/12/2023 at 7:32 AM,09/12/2023 at 6:50 AM,Larceny,AC,Complainants bike lock cut and bike stolen.,Closed,230206,14584,,,,,,,,,,,,,,,,
60,"September 11, 2023",,09/11/2023 at 12:16 AM,Security Memo,Shepley Dorm,,,,14581,,,,,,,,,,,,,,,,
60,"September 9, 2023",09/10/2023 at 2:56 PM,09/09/2023 at 9:30 PM,Larceny,Wheeler,Complainant reports the theft of his bicycle. Loss $1000. Bicycle later recovered.,Closed,230191,14575,,,,,,,,,,,,,,,,
61,"September 8, 2023",09/13/2023 at 5:32 PM,09/08/2023 at 6:00 PM,Larceny,Gregg,Complainant reports the theft of a bicycle which had been secured with a cable lock. Loss $650,Closed,230213,14632,,,,,,,,,,,,,,,,
61,"September 8, 2023",09/14/2023 at 2:39 PM,09/08/2023 at 3:45 PM,Larceny,AC,Complainant reports the theft of his bicycle. Loss $2000,Inactive,230220,14630,,,,,,,,,,,,,,,,
61,"September 8, 2023",09/08/2023 at 11:34 AM,09/08/2023 at 11:00 AM,Larceny,Bryan,Complainant reports the theft of her wallet from an unsured area.,Inactive,230183,14579,,,,,,,,,,,,,,,,
61,"September 6, 2023",09/10/2023 at 3:27 PM,09/06/2023 at 7:12 AM,Larceny,AC,Bicycle stolen from AC. Loss $400,Inactive,230192,14573,,,,,,,,,,,,,,,,
61,"September 4, 2023",09/04/2023 at 10:56 PM,09/04/2023 at 10:51 PM,Larceny,Olin Loading Dock,Golf cart stolen. Loss pending,Active,230172,14586,,,,,,,,,,,,,,,,
61,"September 1, 2023",09/01/2023 at 3:36 AM,09/01/2023 at 3:00 AM,Arson,310 Skinker,Mattress fire in the alley at 310 Skinker. Fire was extinguished by St. Louis City Fire Dept.,Inactive,230167,14541,,,,,,,,,,,,,,,,
61,"August 30, 2023",09/09/2023 at 1:14 PM,08/30/2023 at 3:00 PM,Larceny,Shandeling Dorm,Unsecured bicycle stolen. Loss $250,Inactive,230190,14577,,,,,,,,,,,,,,,,
61,"August 29, 2023",08/29/2023 at 6:41 PM,08/29/2023 at 9:40 AM,Larceny,Steinberg,Complainant unable to locate his IPad after attending class. Unknown if it was left in class or later lost elsewhere. Loss $749,Inactive,230165,14474,,,,,,,,,,,,,,,,
61,"August 21, 2023",08/21/2023 at 2:24 PM,08/21/2023 at 1:45 PM,Larceny,Bears Den,"Complainant lost his wallet and when it was found and returned, he reported the cash missing. Loss $275",Active,230143,14446,,,,,,,,,,,,,,,,
61,"August 9, 2023",08/10/2023 at 12:25 PM,08/09/2023 at 6:00 PM,Larceny,Cupples I,"Complainant reported the theft of an unattended backpack from a bench outside the north door, containing his laptop and passport. Loss $1000",Inactive,230137,14363,,,,,,,,,,,,,,,,
62,"August 5, 2023",08/06/2023 at 11:43 AM,08/05/2023 at 11:00 AM,Larceny,Millbrook 2,Complainant reports the theft of a bicycle. Unknown if secured. Unknown value.,Inactive,230135,14284,,,,,,,,,,,,,,,,
62,"July 5, 2023",07/05/2023 at 4:35 PM,07/05/2023 at 4:25 PM,Larceny,Green Hall,Complainant reports the theft of his bike. Loss $1150,Inactive,230125,13564,,,,,,,,,,,,,,,,
62,"May 30, 2023",05/31/2023 at 12:21 PM,05/30/2023 at 7:30 PM,Larceny,Mudd Dorm,Complainant reports the theft of his bicycle from the rack at Mudd. Loss $180,Inactive,230117,13547,,,,,,,,,,,,,,,,
62,"May 16, 2023",05/16/2023 at 6:04 PM,05/16/2023 at 5:20 PM,Larceny,Olin Library,Complainant reported the theft of his backpack containing his laptop and iPad. Loss $3150,Cleared by arrest. Property recovered,230113,13532,,,,,,,,,,,,,,,,
62,"May 11, 2023",05/11/2023 at 9:38 PM,05/11/2023 at 12:00 AM,Larceny,Beaumont Dorm,"Complainant reports the theft of an unattended, unsecured, virtual reality headset from the 2nd floor common area. Loss $500",Inactive,230111,13515,,,,,,,,,,,,,,,,
62,"May 10, 2023",05/10/2023 at 10:32 PM,05/10/2023 at 9:41 PM,Burglary,Frat House 4,Burglary occurred when suspect entered through a propped door and stole items. Items were recovered and suspect arrested.,Cleared by arrest,220110,13512,,,,,,,,,,,,,,,,
62,"May 8, 2023",05/08/2023 at 3:53 PM,05/08/2023 at 6:00 AM,Larceny,Village House,Complainant inadvertently left his bookbag at in the dining area and upon his return his bag containing his laptop was missing. Loss $3500. Some items were later recovered and a suspect identified.,Cleared,230108,13508,,,,,,,,,,,,,,,,
62,"May 1, 2023",06/02/2023 at 12:34 PM,05/01/2023 at 12:34 PM,Larceny,Chiller Plant,Complainant reports the theft of a bicycle from sometime in May. Loss $220,Active,230118,13545,,,,,,,,,,,,,,,,
62,"April 27, 2023",04/27/2023 at 12:12 PM,04/27/2023 at 6:05 AM,Larceny,Athletic Complex,Complainants shoes were stolen at Sumers Rec Center. Loss $400. Suspect identified and shoes recovered.,Cleared,230099,13462,,,,,,,,,,,,,,,,
62,"April 26, 2023",04/28/2023 at 5:41 PM,04/26/2023 at 6:34 PM,Larceny,McMillan,Complainant reported her bicycle stolen. Loss $600,Active,230103,13464,,,,,,,,,,,,,,,,
63,"April 21, 2023",04/25/2023 at 1:59 PM,04/21/2023 at 11:30 PM,Larceny,Tisch Park,#7 from WashU2027 sign stolen. Suspects located and property recovered.,Cleared,230096,13460,,,,,,,,,,,,,,,,
63,"April 17, 2023",04/18/2023 at 10:54 AM,04/17/2023 at 2:50 PM,Larceny,Hurd Dorm,Unsecured bike reported missing. Loss $600,Inactive,230094,13423,,,,,,,,,,,,,,,,
63,"April 15, 2023",04/15/2023 at 2:28 AM,04/15/2023 at 2:25 AM,Arson,Danforth Dorm,Unknown subject set a bulletin board on fire. Fire was extinguished with a fire extinguisher.,Closed,230091,13416,,,,,,,,,,,,,,,,
63,"April 14, 2023",04/17/2023 at 12:07 PM,04/14/2023 at 2:00 PM,Larceny,Shepley Dorm,Complainant reports his bike stolen over the weekend. Loss $130,Inactive,230093,13425,,,,,,,,,,,,,,,,
63,"April 11, 2023",04/14/2023 at 10:06 PM,04/11/2023 at 12:15 AM,Larceny,Urbauer Hall,"Unattended, unsecured, iPad stolen from room 218. Loss $1000",Inactive,230090,13418,,,,,,,,,,,,,,,,
63,"April 7, 2023",04/07/2023 at 5:27 PM,04/07/2023 at 4:45 PM,Larceny,Bauer,"Complainant reported her unattended backpack, containing her laptop, was stolen from the 3rd floor. Loss $1101.",Active,230079,13410,,,,,,,,,,,,,,,,
63,"March 30, 2023",03/30/2023 at 7:44 PM,03/30/2023 at 11:30 AM,Larceny,Hillman Hall,Complainant reported the theft of a wallet after it fell out of his pocket. Loss $102,Closed,230069,13399,,,,,,,,,,,,,,,,
63,"March 23, 2023",03/23/2023 at 8:46 PM,03/23/2023 at 8:42 PM,Assault 3rd,Zetcher Loading Dock,Altercation between two Bon Appetite employees. No injuries,Closed,230063,13371,,,,,,,,,,,,,,,,
63,"March 6, 2023",03/06/2023 at 2:44 PM,03/06/2023 at 1:40 PM,Shoplifting,Schnuck Pavilion,Subject stole food without paying.,Inactive,230050,13299,,,,,,,,,,,,,,,,
63,"March 3, 2023",03/16/2023 at 2:09 PM,03/03/2023 at 6:30 PM,Larceny,Bauer Hall,Report of a theft of an iPad left in room 102 following an event. Loss $1299,Inactive,230054,13363,,,,,,,,,,,,,,,,
64,"March 3, 2023",03/03/2023 at 1:50 PM,03/03/2023 at 12:00 PM,Larceny,Hillman,Complainants wallet was stolen from an unattended purse in room 300. Charge cards were used at the Galleria. Loss $3541,Inactive,230048,13291,,,,,,,,,,,,,,,,
64,"March 1, 2023",03/08/2023 at 8:38 PM,03/01/2023 at 10:48 PM,Larceny,Mallinckrodt,Contractor reports the theft of a floor scrubber from the dock storage area. Loss $1800,Located-Incident Unfounded,230051,13297,,,,,,,,,,,,,,,,
64,"March 1, 2023",03/01/2023 at 10:50 AM,03/01/2023 at 8:20 AM,Larceny,Athletic Complex,Unsecured bicycle stolen from the front rack Loss $800. Suspect arrested on Metro Link and bicycle recovered.,Cleared by arrest,230045,13293,,,,,,,,,,,,,,,,
64,"February 21, 2023",02/23/2023 at 4:01 PM,02/21/2023 at 5:30 PM,Larceny,Athletic Complex,Complainant reports the theft of a bicycle from the AC.,Active,230041,13280,,,,,,,,,,,,,,,,
64,"February 20, 2023",02/20/2023 at 5:59 PM,02/20/2023 at 4:10 PM,Larceny,Athletic Complex,Complainant reports his unsecured bicycle stolen. Loss $500,Inactive,230039,13275,,,,,,,,,,,,,,,,
64,"February 14, 2023",02/20/2023 at 9:23 PM,02/14/2023 at 2:00 PM,Larceny,Olin Library,Complainant reports the theft of an unsecured bicycle. Loss $400,Inactive,230040,13271,,,,,,,,,,,,,,,,
64,"February 8, 2023",02/08/2023 at 5:40 PM,02/08/2023 at 4:10 PM,Larceny,Edison Theater,Complainant reports the theft of a wallet.,Active,230033,13163,,,,,,,,,,,,,,,,
64,"January 31, 2023",02/02/2023 at 6:49 PM,01/31/2023 at 10:00 PM,Larceny,Bears Den,"Complainant reported that after losing his wallet, it was later found but was missing $280 in cash.",Inactive,230027,13130,,,,,,,,,,,,,,,,
64,"January 22, 2023",01/23/2023 at 2:07 PM,01/22/2023 at 2:38 AM,Larceny,Throop,Student stole two signs. Loss $110,Inactive,230014,12972,,,,,,,,,,,,,,,,
64,"January 15, 2023",01/17/2023 at 5:21 PM,01/15/2023 at 9:02 PM,Larceny,Eads,Complainant reports the theft of an unsecured bicycle. Loss $200,Inactive,230011,12857,,,,,,,,,,,,,,,,
65,"January 9, 2023",01/16/2023 at 3:53 AM,01/09/2023 at 3:00 PM,Larceny,Park Dorm,Complainant reports the theft of necklace that had been left in the community kitchen.,Active,230006,12881,,,,,,,,,,,,,,,,
65,"January 4, 2023",01/11/2023 at 7:44 AM,01/04/2023 at 8:00 AM,Burglary,Ridgely Hall,Undergraduate Admissions Office reported the theft of computer equipment. Loss $7800,Inactive,230004,12833,,,,,,,,,,,,,,,,
65,"January 3, 2023",01/09/2023 at 4:17 PM,01/03/2023 at 12:19 PM,Larceny,Cupples I,Complainant reports the theft of a Fedex delivery. Loss $674,Unfounded. Property located.,230002,12839,,,,,,,,,,,,,,,,
65,"December 19, 2022",01/16/2023 at 11:24 PM,12/19/2022 at 10:00 AM,Larceny,AB Law,Complainant reports the theft of a bicycle over winter break. Loss $650,Pending,230008,12875,,,,,,,,,,,,,,,,
65,"December 18, 2022",01/17/2023 at 11:55 AM,12/18/2022 at 9:50 AM,Larceny,Seigle,Complainant reports the theft of their bicycle over winter break. Loss $1225,Pending,230010,12863,,,,,,,,,,,,,,,,
65,"December 17, 2022",12/17/2022 at 10:18 PM,12/17/2022 at 10:18 PM,Receiving Stolen Property,Forest Park Parkway,Subject was arrested riding a bicycle registered to a student. Bike was recovered.,Cleared by arrest,220254,12695,,,,,,,,,,,,,,,,
65,"December 17, 2022",12/17/2022 at 9:58 PM,12/17/2022 at 9:35 PM,Larceny,Green Hall,Complainant reports the theft of the front wheel of his bicycle. Loss $150,Cleared by arrest,220253,12701,,,,,,,,,,,,,,,,
65,"December 13, 2022",12/13/2022 at 10:30 PM,12/13/2022 at 10:00 PM,Larceny,Simon,Complainant reports he dropped his wallet and when recovered it was missing cash. Loss $150,Pending,220252,12707,,,,,,,,,,,,,,,,
65,"December 11, 2022",01/31/2023 at 7:04 AM,12/11/2022 at 1:00 PM,Lost or Stolen,Athletic Complex,Complainant reports a class ring missing from unattended items following in the varsity practice gym. Value $700,Pending,230022,13124,,,,,,,,,,,,,,,,
65,"December 10, 2022",12/12/2022 at 11:01 AM,12/10/2022 at 3:00 AM,Larceny,Village House,Student dropped iphone that was later found and not returned. Loss $900,Pending,220249,12627,,,,,,,,,,,,,,,,
66,"December 4, 2022",12/04/2022 at 9:05 PM,12/04/2022 at 7:41 PM,Larceny,Mallinckrodt,3 unaffiliated subjects stole packages from the FedEx drop box area. Subjects were stopped and items recovered.,Cleared by arrest,220241,12639,,,,,,,,,,,,,,,,
66,"November 23, 2022",11/23/2022 at 7:05 PM,11/23/2022 at 6:50 PM,Larceny,Green Hall,Unsecured bike stolen. Loss $85,Pending,220231,12495,,,,,,,,,,,,,,,,
66,"November 23, 2022",11/24/2022 at 2:00 PM,11/23/2022 at 11:00 AM,Larceny,South 40,Subject reports person unknown is using his lost airpods.,Pending,220232,12507,,,,,,,,,,,,,,,,
66,"November 21, 2022",11/27/2022 at 9:05 AM,11/21/2022 at 11:00 PM,Larceny,Shepley Dorm,Complainant reports the theft of his bike. Loss $200,Pending,220233,12501,,,,,,,,,,,,,,,,
66,"November 17, 2022",12/01/2022 at 3:53 PM,11/17/2022 at 12:01 AM,Larceny,DUC,Complainant reports headphones stolen from the Harvey Media Center. Loss $50,Pending,220247,12633,,,,,,,,,,,,,,,,
66,"November 6, 2022",11/07/2022 at 1:51 PM,11/06/2022 at 7:00 PM,Larceny,Lopata Hall,Complainant reports unsecured bicycle stolen. Loss $450,Pending,220218,12447,,,,,,,,,,,,,,,,
66,"November 6, 2022",11/06/2022 at 7:27 PM,11/06/2022 at 4:45 PM,Larceny,Brookings Archway,Unattended backpack stolen. Laptop later recovered at Olin.,Pending,220216,12453,,,,,,,,,,,,,,,,
66,"November 1, 2022",11/01/2022 at 12:28 PM,11/01/2022 at 6:15 AM,Larceny,Athletic Complex,Two coaches report the theft of their wallets during practice. Office doors were left open. Loss $331,Pending,220207,12407,,,,,,,,,,,,,,,,
66,"October 31, 2022",11/03/2022 at 2:45 PM,10/31/2022 at 7:30 PM,Larceny,South Campus,Complainant reports the theft of sports equipment. Loss $1000,Pending,220210,12459,,,,,,,,,,,,,,,,
66,"October 31, 2022",11/01/2022 at 5:36 PM,10/31/2022 at 3:30 PM,Larceny,Dauten,Complainant reports unsecured bicycle stolen. Loss $120,Pending,220208,12401,,,,,,,,,,,,,,,,
67,"October 15, 2022",10/16/2022 at 12:13 PM,10/15/2022 at 4:15 PM,Burglary,Mildred Lane Kemper Art,Suspect broke into the building stealing electronics and other misc. items. Loss $975,Pending,220198,12128,,,,,,,,,,,,,,,,
67,"October 15, 2022",10/15/2022 at 1:36 PM,10/15/2022 at 12:00 PM,Larceny,Holmes Lounge,Complainant reports the theft of an unattended backpack. Loss $1700,Pending,220197,12134,,,,,,,,,,,,,,,,
67,"October 8, 2022",10/08/2022 at 9:30 PM,10/08/2022 at 9:25 PM,Larceny,AC,Juvenile arrested for bike theft.,Cleared by arrest,220188,12097,,,,,,,,,,,,,,,,
67,"October 3, 2022",10/03/2022 at 8:02 AM,10/03/2022 at 7:37 AM,Larceny,AC,Unsecured bicycle stolen. Loss $1700,Pending,220179,12061,,,,,,,,,,,,,,,,
67,"October 1, 2022",10/03/2022 at 5:18 PM,10/01/2022 at 3:00 PM,Larceny,Bears Den,Dining Services reports a theft from their employee locker room. Loss $75,Pending,220180,12055,,,,,,,,,,,,,,,,
67,"September 30, 2022",10/02/2022 at 9:14 AM,09/30/2022 at 6:30 AM,Larceny,AC,Unsecured bicycle stolen. Loss $100,Pending,220178,12067,,,,,,,,,,,,,,,,
67,"September 27, 2022",09/28/2022 at 3:49 PM,09/27/2022 at 10:00 PM,Larceny,Frat 2,Complainant reported the theft of a bicycle overnight. Loss $625,Pending,220175,12007,,,,,,,,,,,,,,,,
67,"September 21, 2022",09/21/2022 at 7:32 PM,09/21/2022 at 7:00 PM,Larceny,Olin Library,Complainant reports the theft of an unattended bag containing laptop and car keys. Loss $1493,Pending,220167,11947,,,,,,,,,,,,,,,,
67,"September 11, 2022",09/11/2022 at 11:44 AM,09/11/2022 at 10:30 AM,Larceny,Simon,Complainant reported the theft of two charges left unattended in the hallway. Loss $140,Pending,220157,11830,,,,,,,,,,,,,,,,
67,"September 7, 2022",09/07/2022 at 7:52 PM,09/07/2022 at 7:30 PM,Larceny,Olin Library,Complainant reports the theft of an unattended laptop for the southeast corner of the 3rd floor. Loss $1399,Pending,220155,11836,,,,,,,,,,,,,,,,
68,"September 7, 2022",09/07/2022 at 6:05 PM,09/07/2022 at 5:45 PM,Larceny,Olin Library,Complainant reports the theft of an unattended purse. Loss $350,Pending,220154,11842,,,,,,,,,,,,,,,,
68,"September 3, 2022",09/05/2022 at 3:43 PM,09/03/2022 at 3:00 PM,Larceny,Frat House 6,Complainant reports the theft of a recruitment banner from the east side exterior wall of the building. Loss $31.00,Pending,220151,11848,,,,,,,,,,,,,,,,
68,"September 1, 2022",01/17/2023 at 9:46 AM,09/01/2022 at 9:00 AM,Larceny,Green Hall,Complainant reports the theft of a bicycle over a long period of time. Loss $272,Pending,230009,12869,,,,,,,,,,,,,,,,
68,"August 20, 2022",08/20/2022 at 3:29 PM,08/20/2022 at 10:00 AM,Larceny,Bauer,Complainant reports the theft of a bicycle. Loss $400,Pending,220140,11647,,,,,,,,,,,,,,,,
